trial_number,kernel_size,kernel_ratio,n_kernels,accuracy,time,pareto_optimal
0,5,0.449115276268557,1032,0.6,3.9015841484069824,True
1,3,0.8524191891779135,71,0.2,0.5351462364196777,False
2,3,0.47658584011267996,40,0.2,0.24930381774902344,False
3,3,0.5918062165559653,49,0.2,0.2998335361480713,False
4,3,0.45115625740629556,37,0.4,0.2300572395324707,True
